,X,y,w,ids
642,[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],-1802.28,1.0,[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H]
643,[H]N([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],-1768.22,1.0,[H]N([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H]
644,[H]N([H])C([H])(C#CC([H])([H])C([H])([H])[H])C([H])([H])[H],-1767.49,1.0,[H]N([H])C([H])(C#CC([H])([H])C([H])([H])[H])C([H])([H])[H]
645,[H]C([H])(C#N)C#CC([H])([H])C([H])([H])[H],-1492.4,1.0,[H]C([H])(C#N)C#CC([H])([H])C([H])([H])[H]
646,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])[H],-1920.45,1.0,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])[H]
647,[H]C(C#N)=C([H])C([H])([H])C([H])([H])C([H])([H])[H],-1660.91,1.0,[H]C(C#N)=C([H])C([H])([H])C([H])([H])C([H])([H])[H]
648,[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1919.51,1.0,[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
649,[H]C([H])=C(C#N)C([H])([H])C([H])([H])C([H])([H])[H],-1658.95,1.0,[H]C([H])=C(C#N)C([H])([H])C([H])([H])C([H])([H])[H]
650,[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2061.5,1.0,[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
651,[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2064.75,1.0,[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
652,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])[H],-1802.15,1.0,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])[H]
653,[H]N([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-1766.1,1.0,[H]N([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H]
654,[H]C([H])([H])C([H])([H])C([H])([H])C#CC#N,-1494.33,1.0,[H]C([H])([H])C([H])([H])C([H])([H])C#CC#N
655,[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2063.98,1.0,[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
656,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N,-1802.11,1.0,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N
657,[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2056.03,1.0,[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
658,[H]C(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],-1914.16,1.0,[H]C(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H]
659,[H]C([H])=C(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1913.58,1.0,[H]C([H])=C(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
660,[H]N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2055.09,1.0,[H]N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
661,[H]N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2055.72,1.0,[H]N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
662,[H]N(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-2055.34,1.0,[H]N(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
663,[H]N(C([H])([H])[H])C([H])([H])C#CC([H])([H])C([H])([H])[H],-1759.92,1.0,[H]N(C([H])([H])[H])C([H])([H])C#CC([H])([H])C([H])([H])[H]
664,[H]N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2056.74,1.0,[H]N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
665,[H][C](C(=C([H])[N]N([H])[H])C([H])([H])[H])C([H])([H])[H],-1645.53,1.0,[H][C](C(=C([H])[N]N([H])[H])C([H])([H])[H])C([H])([H])[H]
666,[H]C(C(=NN([H])[H])C([H])([H])[H])=C([H])C([H])([H])[H],-1647.61,1.0,[H]C(C(=NN([H])[H])C([H])([H])[H])=C([H])C([H])([H])[H]
667,[H][C]([N]N([H])[H])C([H])([H])C([H])=C([H])C([H])([H])[H],-1638.81,1.0,[H][C]([N]N([H])[H])C([H])([H])C([H])=C([H])C([H])([H])[H]
668,[H]C([H])=C(C(=NN([H])[H])C([H])([H])[H])C([H])([H])[H],-1640.96,1.0,[H]C([H])=C(C(=NN([H])[H])C([H])([H])[H])C([H])([H])[H]
669,[H][C]([N]N([H])[H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-1638.51,1.0,[H][C]([N]N([H])[H])C([H])([H])C(=C([H])[H])C([H])([H])[H]
670,[H][C]([N]N([H])[H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-1635.47,1.0,[H][C]([N]N([H])[H])C([H])(C([H])=C([H])[H])C([H])([H])[H]
671,[H]C([N]N([H])[H])=C([H])[C](C([H])([H])[H])C([H])([H])[H],-1646.58,1.0,[H]C([N]N([H])[H])=C([H])[C](C([H])([H])[H])C([H])([H])[H]
672,[H][C]([N]N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1781.77,1.0,[H][C]([N]N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
673,[H]N([H])N=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1784.87,1.0,[H]N([H])N=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
674,[H][C]([N]N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1781.51,1.0,[H][C]([N]N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
675,[H]C([H])=C([H])C([H])([H])C(=NN([H])[H])C([H])([H])[H],-1638.41,1.0,[H]C([H])=C([H])C([H])([H])C(=NN([H])[H])C([H])([H])[H]
676,[H]C#CC([H])([H])C(=NN([H])[H])C([H])([H])[H],-1484.65,1.0,[H]C#CC([H])([H])C(=NN([H])[H])C([H])([H])[H]
677,[H]N([H])N=C(C#CC([H])([H])[H])C([H])([H])[H],-1490.72,1.0,[H]N([H])N=C(C#CC([H])([H])[H])C([H])([H])[H]
678,[H][C]([N]N([H])[H])C([H])([H])C#CC([H])([H])[H],-1482.9,1.0,[H][C]([N]N([H])[H])C([H])([H])C#CC([H])([H])[H]
679,[H][C](C([H])=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H],-1644.12,1.0,[H][C](C([H])=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H]
680,[H][C]([H])C(=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H],-1642.35,1.0,[H][C]([H])C(=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H]
681,[H]C([H])=C([H])C(=NN([H])[H])C([H])([H])C([H])([H])[H],-1640.69,1.0,[H]C([H])=C([H])C(=NN([H])[H])C([H])([H])C([H])([H])[H]
682,[H][C]([N]N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1781.04,1.0,[H][C]([N]N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
683,[H]N([H])N=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1782.84,1.0,[H]N([H])N=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
684,[H][C](C#CC([H])([H])C([H])([H])[H])[N]N([H])[H],-1486.14,1.0,[H][C](C#CC([H])([H])C([H])([H])[H])[N]N([H])[H]
685,[H]N([H])N=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1784.25,1.0,[H]N([H])N=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
686,[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1780.07,1.0,[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
687,[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2057.83,1.0,[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
688,[H]C#CC(=C([H])[H])C([H])([H])C#N,-1356.56,1.0,[H]C#CC(=C([H])[H])C([H])([H])C#N
689,[H]C([H])=C([H])C(=C([H])C([H])([H])[H])C([H])([H])N([H])[H],-1779.46,1.0,[H]C([H])=C([H])C(=C([H])C([H])([H])[H])C([H])([H])N([H])[H]
690,[H]C#CC(=C([H])C([H])([H])[H])C([H])([H])N([H])[H],-1621.18,1.0,[H]C#CC(=C([H])C([H])([H])[H])C([H])([H])N([H])[H]
691,[H]C([H])=C([H])C([H])(C([H])=C([H])C([H])([H])[H])N([H])[H],-1775.71,1.0,[H]C([H])=C([H])C([H])(C([H])=C([H])C([H])([H])[H])N([H])[H]
692,[H]C#CC([H])(C([H])=C([H])C([H])([H])[H])N([H])[H],-1617.78,1.0,[H]C#CC([H])(C([H])=C([H])C([H])([H])[H])N([H])[H]
693,[H]C(=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1909.21,1.0,[H]C(=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
694,[H]C([H])=C([H])C([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],-1774.92,1.0,[H]C([H])=C([H])C([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H]
695,[H]C#CC([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],-1618.35,1.0,[H]C#CC([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H]
696,[H]C#CC(=C([H])C#N)C([H])([H])[H],-1362.96,1.0,[H]C#CC(=C([H])C#N)C([H])([H])[H]
697,[H]C#CC(=C([H])C([H])([H])N([H])[H])C([H])([H])[H],-1622.77,1.0,[H]C#CC(=C([H])C([H])([H])N([H])[H])C([H])([H])[H]
698,[H]C([H])=C([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1905.03,1.0,[H]C([H])=C([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
699,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-1916.23,1.0,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H]
700,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-1761.92,1.0,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H]
701,[H]C([H])=C([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1917.23,1.0,[H]C([H])=C([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
702,[H]C#CC([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1760.97,1.0,[H]C#CC([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
703,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-2051.29,1.0,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
704,[H]C#CC([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1747.68,1.0,[H]C#CC([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
705,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C#N,-1656.92,1.0,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C#N
706,[H]C#CC([H])(C([H])([H])[H])C([H])([H])C#N,-1499.45,1.0,[H]C#CC([H])(C([H])([H])[H])C([H])([H])C#N
707,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-1917.82,1.0,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H]
708,[H]C#CC([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-1761.37,1.0,[H]C#CC([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H]
709,[H]C([H])=C([H])C([H])(C#CC([H])([H])[H])N([H])[H],-1621.59,1.0,[H]C([H])=C([H])C([H])(C#CC([H])([H])[H])N([H])[H]
710,[H]C#CC([H])(C#CC([H])([H])[H])N([H])[H],-1462.48,1.0,[H]C#CC([H])(C#CC([H])([H])[H])N([H])[H]
711,[H]C([H])([H])C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H],-1755.53,1.0,[H]C([H])([H])C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H]
712,[H]N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-2063.28,1.0,[H]N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
713,[H]C([H])=C([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1919.22,1.0,[H]C([H])=C([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
714,[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1761.44,1.0,[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
715,[H]C([H])([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2049.73,1.0,[H]C([H])([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
716,[H]C(=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1920.21,1.0,[H]C(=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
717,[H]C([H])=C([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1916.76,1.0,[H]C([H])=C([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H]
718,[H]C#CC([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1761.46,1.0,[H]C#CC([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H]
719,[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2063.64,1.0,[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
720,[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1917.15,1.0,[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
721,[H]C#CC([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1760.89,1.0,[H]C#CC([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
722,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2050.74,1.0,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
723,[H]C([H])=C(C#N)C([H])([H])C#N,-1262.53,1.0,[H]C([H])=C(C#N)C([H])([H])C#N
724,[H]C([H])=C([H])C([H])(C#N)C#N,-1253.44,1.0,[H]C([H])=C([H])C([H])(C#N)C#N
725,[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-1660.82,1.0,[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])=C([H])[H]
726,[H]C#CC([H])(C#N)C#N,-1089.61,1.0,[H]C#CC([H])(C#N)C#N
727,[H]C(=C(C#N)C#N)C([H])([H])[H],-1264.38,1.0,[H]C(=C(C#N)C#N)C([H])([H])[H]
728,[H]C(=C(C([H])([H])N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],-1791.15,1.0,[H]C(=C(C([H])([H])N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H]
729,[H]C(=C([H])C([H])(N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],-1791.51,1.0,[H]C(=C([H])C([H])(N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H]
730,[H]N=C([H])N([H])C([H])([H])C([H])=C([H])C([H])([H])[H],-1661.41,1.0,[H]N=C([H])N([H])C([H])([H])C([H])=C([H])C([H])([H])[H]
731,[H]C([H])=C(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])N([H])[H],-1791.17,1.0,[H]C([H])=C(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])N([H])[H]
732,[H]N=C([H])N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-1660.55,1.0,[H]N=C([H])N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H]
733,[H]C(C#N)=C(C#N)C([H])([H])[H],-1268.07,1.0,[H]C(C#N)=C(C#N)C([H])([H])[H]
734,[H]N=C([H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1805.7,1.0,[H]N=C([H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
735,[H]C([H])([H])C(C#N)(C#N)C([H])([H])[H],-1402.64,1.0,[H]C([H])([H])C(C#N)(C#N)C([H])([H])[H]
736,[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-1931.62,1.0,[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H]
737,[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1932.69,1.0,[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
738,[H]N=C([H])N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1805.44,1.0,[H]N=C([H])N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
739,[H]C([H])([H])C([H])(C#N)C([H])([H])C#N,-1407.43,1.0,[H]C([H])([H])C([H])(C#N)C([H])([H])C#N
740,[H]N([H])C([H])([H])C([H])(C#CC([H])([H])[H])N([H])[H],-1640.5,1.0,[H]N([H])C([H])([H])C([H])(C#CC([H])([H])[H])N([H])[H]
741,[H]N=C([H])N([H])C([H])([H])C#CC([H])([H])[H],-1506.88,1.0,[H]N=C([H])N([H])C([H])([H])C#CC([H])([H])[H]
742,[H]C(=C(C#N)C([H])([H])C([H])([H])[H])N([H])[H],-1542.16,1.0,[H]C(=C(C#N)C([H])([H])C([H])([H])[H])N([H])[H]
743,[H]N([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1934.31,1.0,[H]N([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
744,[H]N=C([H])N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1804.98,1.0,[H]N=C([H])N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
745,[H]C([H])([H])C([H])([H])C([H])(C#N)C#N,-1402.49,1.0,[H]C([H])([H])C([H])([H])C([H])(C#N)C#N
746,[H]N([H])C([H])([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1930.47,1.0,[H]N([H])C([H])([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H]
747,[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1933.52,1.0,[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
748,[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1805.02,1.0,[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
749,[H][C]([H])[N][N][C]([H])C([H])([H])C([H])=C([H])[H],-1496.97,1.0,[H][C]([H])[N][N][C]([H])C([H])([H])C([H])=C([H])[H]
750,[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-1628.38,1.0,[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])=C([H])[H]
751,[H][C]([H])[N][N]C([H])=C([H])[C]([H])C([H])([H])[H],-1506.04,1.0,[H][C]([H])[N][N]C([H])=C([H])[C]([H])C([H])([H])[H]
752,[H][C]([H])[N]N([H])C([H])([H])C([H])=C([H])C([H])([H])[H],-1628.35,1.0,[H][C]([H])[N]N([H])C([H])([H])C([H])=C([H])C([H])([H])[H]
753,[H][C]([H])[N][N]C([H])=C([C]([H])[H])C([H])([H])[H],-1505.11,1.0,[H][C]([H])[N][N]C([H])=C([C]([H])[H])C([H])([H])[H]
754,[H][C]([H])[N]N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-1630.44,1.0,[H][C]([H])[N]N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H]
755,[H][C]([H])[N][N]C(=C([H])[C]([H])[H])C([H])([H])[H],-1503.66,1.0,[H][C]([H])[N][N]C(=C([H])[C]([H])[H])C([H])([H])[H]
756,[H][C]([H])[N]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1777.47,1.0,[H][C]([H])[N]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
757,[H][C]([H])[N][N][C]([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1643.48,1.0,[H][C]([H])[N][N][C]([H])C([H])(C([H])([H])[H])C([H])([H])[H]
758,[H][C]([H])[N]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1774.27,1.0,[H][C]([H])[N]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
759,[H][C]([H])[N][N][C]([H])C#CC([H])([H])[H],-1346.38,1.0,[H][C]([H])[N][N][C]([H])C#CC([H])([H])[H]
760,[H][C]([H])[N]N([H])C([H])([H])C#CC([H])([H])[H],-1477.68,1.0,[H][C]([H])[N]N([H])C([H])([H])C#CC([H])([H])[H]
761,[H]N(N=C(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1781.15,1.0,[H]N(N=C(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
762,[H][C]([H])[N][N][C](C([H])([H])[H])C([H])([H])C([H])([H])[H],-1645.85,1.0,[H][C]([H])[N][N][C](C([H])([H])[H])C([H])([H])C([H])([H])[H]
763,[H][C]([H])[N]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1774.82,1.0,[H][C]([H])[N]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
764,[H]N([H])C([H])([H])C([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1924.57,1.0,[H]N([H])C([H])([H])C([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
765,[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1777.07,1.0,[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
766,[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])C([H])([H])[H],-1642.67,1.0,[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])C([H])([H])[H]
767,[H]N=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1808.45,1.0,[H]N=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
768,[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1774.05,1.0,[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
769,[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2057.64,1.0,[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
770,[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])=C([H])[H],-1767.5,1.0,[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])=C([H])[H]
771,[H]C#CC([H])([H])N([H])C([H])([H])C([H])=C([H])[H],-1609.93,1.0,[H]C#CC([H])([H])N([H])C([H])([H])C([H])=C([H])[H]
772,[H]C#CC([H])([H])N([H])C([H])([H])C#C[H],-1451.93,1.0,[H]C#CC([H])([H])N([H])C([H])([H])C#C[H]
773,[H]C([H])=C([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-1919.97,1.0,[H]C([H])=C([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H]
774,[H]C#CC([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-1763.56,1.0,[H]C#CC([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H]
775,[H]N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-2059.67,1.0,[H]N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
776,[H]C([H])=C([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1914.15,1.0,[H]C([H])=C([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
777,[H]C#CC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1756.73,1.0,[H]C#CC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
778,[H]C([H])=C(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],-1658.1,1.0,[H]C([H])=C(C([H])([H])[H])C([H])(C#N)C([H])([H])[H]
779,[H]C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-1781.3,1.0,[H]C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N([H])[H]
780,[H]C#CC([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-1623.7,1.0,[H]C#CC([H])=C(C([H])([H])[H])C([H])([H])N([H])[H]
781,[H]C([H])=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1919.24,1.0,[H]C([H])=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H]
782,[H]C([H])=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1917.09,1.0,[H]C([H])=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H]
783,[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1762.15,1.0,[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H]
