,X,y,w,ids
399,o-Chloronitrobenzene,-2.55,1.0,Clc1ccccc1N(=O)=O
400,Neburon,-4.77,1.0,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
401,Nitrobenzene,-1.8,1.0,O=N(=O)c1ccccc1
402,Iodobenzene,-3.01,1.0,Ic1ccccc1
403,Methocarbamol,-0.985,1.0,COc1ccccc1OCC(O)COC(N)=O
404,butachlor,-4.19,1.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC 
405,"2,3-Dichlorophenol",-1.3,1.0,Oc1cccc(Cl)c1Cl
406,Propanil,-3.0,1.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
407,p-Methylaniline ,-1.21,1.0,Cc1ccc(N)cc1
408,Metolcarb,-1.803,1.0,c1ccccc1(OC(=O)NC)
409,"1,2,3-Trimethylbenzene ",-3.2,1.0,Cc1cccc(C)c1C
410,Aminocarb,-2.36,1.0,CNC(=O)Oc1ccc(N(C)C)c(C)c1
411,bromoxynil,-3.33,1.0,Oc1c(Br)cc(C#N)cc1Br 
412,Pentachlorophenol,-4.28,1.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
413,benzylurea,-0.95,1.0,NC(=O)NCc1ccccc1 
414,Chlortoluron,-3.483,1.0,CN(C)C(=O)Nc1ccc(C)c(Cl)c1
415,Linuron,-3.592,1.0,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
416,Thiamphenicol,-2.154,1.0,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl 
417,p-Nitrophenol,-0.74,1.0,Oc1ccc(cc1)N(=O)=O
418,o-Nitroaniline,-1.96,1.0,Nc1ccccc1N(=O)=O
419,"2,6-Dinitrotoluene",-3.0,1.0,Cc1c(cccc1N(=O)=O)N(=O)=O
420,"1,2,4-tribromobenzene",-4.5,1.0,c1(Br)c(Br)cc(Br)cc1
421,Carvacrol,-2.08,1.0,c1(O)c(C)ccc(C(C)C)c1
422,chlordimeform,-2.86,1.0,CN(C)C=Nc1ccc(Cl)cc1C
423,p-Nitroaniline,-2.37,1.0,Nc1ccc(cc1)N(=O)=O
424,Chlorobenzene,-2.38,1.0,Clc1ccccc1
425,p-Bromoiodobenzene,-4.56,1.0,Brc1ccc(I)cc1
426,Pentylbenzene,-4.64,1.0,CCCCCc1ccccc1
427,"3,4-Dichlorophenol",-1.25,1.0,Oc1ccc(Cl)c(Cl)c1
428,"N,N-Diethylaniline",-3.03,1.0,CCN(CC)c1ccccc1
429,"1,3-Difluorobenzene",-2.0,1.0,Fc1cccc(F)c1
430,t-Pentylbenzene,-4.15,1.0,CC(C)(C)Cc1ccccc1
431,o-Chloroiodobenzene,-3.54,1.0,Clc1ccccc1I
432,"2,6-Dimethylphenol",-1.29,1.0,Cc1cccc(C)c1O
433,Dicapthon,-4.31,1.0,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O
434,Metolachlor,-2.73,1.0,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl 
435,Phenylmethanol,-0.4,1.0,OCc1ccccc1
436,4-Bromophenol,-1.09,1.0,Oc1ccc(Br)cc1
437,"1,3,5-Trinitrobenzene",-2.89,1.0,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
438,"1,4-Dibromobenzene",-4.07,1.0,Brc1ccc(Br)cc1
439,"1,4-Dichlorobenzene",-3.27,1.0,Clc1ccc(Cl)cc1
440,"1,3,5-Trichlorobenzene",-4.48,1.0,Clc1cc(Cl)cc(Cl)c1
441,Benzaldehyde,-1.19,1.0,O=Cc1ccccc1
442,sulfaguanidine,-1.99,1.0,NC(=N)NS(=O)(=O)c1ccc(N)cc1 
443,Methylparaben,-1.827,1.0,COC(=O)c1ccc(O)cc1
444,"2,4-Dimethylphenol",-1.19,1.0,Cc1ccc(O)c(C)c1
445,m-Chloronitrobenzene ,-2.77,1.0,Clc1cccc(c1)N(=O)=O
446,Benzyltrifluoride,-2.51,1.0,FC(F)(F)c1ccccc1
447,Dihexyl phthalate,-6.144,1.0,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
448,Dimethyl phthalate,-1.66,1.0,COC(=O)c1ccccc1C(=O)OC
449,"1,2,4,5-Tetrachlorobenzene",-5.56,1.0,Clc1cc(Cl)c(Cl)cc1Cl
450,o-Chloroaniline,-1.52,1.0,Nc1ccccc1Cl
451,3-Chloroanisole,-2.78,1.0,COc1cccc(Cl)c1
452,p-Hydroxybenzaldehyde ,-0.96,1.0,Oc1ccc(C=O)cc1
453,o-Fluorobromobenzene,-2.7,1.0,Fc1ccccc1Br
454,"2,4-Dichlorophenol ",-1.55,1.0,Oc1ccc(Cl)cc1Cl
455,o-Toluidine,-2.21,1.0,Cc1ccccc1N
456,Estragole,-2.92,1.0,c1(OC)ccc(CC=C)cc1
457,karbutilate,-2.93,1.0,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 
458,"1,2-Dichlorobenzene",-3.05,1.0,Clc1ccccc1Cl
459,m-Nitroaniline,-2.19,1.0,Nc1cccc(c1)N(=O)=O
460,"2,3,5-Trichlorophenol",-2.67,1.0,Oc1cc(Cl)cc(Cl)c1Cl
461,Aniline ,-0.41,1.0,Nc1ccccc1
462,"1,3,5-Tribromobenzene",-5.6,1.0,Brc1cc(Br)cc(Br)c1
463,Ronnel,-5.72,1.0,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
464,Eugenol,-1.56,1.0,COc1cc(CC=C)ccc1O
465,Quintozene,-5.82,1.0,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl
466,methyl gallate,-1.24,1.0,COC(=O)c1cc(O)c(O)c(O)c1 
467,m-Fluorobromobenzene,-2.67,1.0,Fc1cccc(Br)c1
468,p-Chlorobromobenzene,-3.63,1.0,Clc1ccc(Br)cc1
469,o-Nitroanisole,-1.96,1.0,COc1ccccc1N(=O)=O
470,Dinoseb,-3.38,1.0,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O 
471,Guaiacol,-1.96,1.0,COc1ccccc1O 
472,"2,3,4-Trichlorophenol",-2.67,1.0,Oc1ccc(Cl)c(Cl)c1Cl
473,Anisole,-1.85,1.0,COc1ccccc1
474,4-Ethyltoluene,-3.11,1.0,CCc1ccc(C)cc1
475,"1,3-Dinitrobenzene",-2.29,1.0,O=N(=O)c1cccc(c1)N(=O)=O
476,p-Chloroaniline,-1.66,1.0,Nc1ccc(Cl)cc1
477,t-Butylbenzene ,-3.66,1.0,CC(C)(C)c1ccccc1
478,Bromobenzene,-2.55,1.0,Brc1ccccc1
479,Ethyl-p-hydroxybenzoate ,-2.35,1.0,CCOC(=O)c1ccc(O)cc1
480,Methyl benzoate ,-1.85,1.0,COC(=O)c1ccccc1
481,Diuron,-3.8,1.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
482,2-Chlorophenol,-1.06,1.0,Oc1ccccc1Cl
483,Phenetole,-2.33,1.0,CCOc1ccccc1
484,ethyl cinnamate,-3.0,1.0,CCOC(=O)C=Cc1ccccc1
485,p-Toluenesulfonamide ,-1.74,1.0,Cc1ccc(cc1)S(=O)(=O)N
486,Chlorbufam,-2.617,1.0,CC(OC(=O)Nc1cccc(Cl)c1)C#C
487,fensulfothion,-2.3,1.0,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O 
488,"1,2,4-Trimethylbenzene",-3.31,1.0,Cc1ccc(C)c(C)c1
489,"2,4,5-Trichlorophenol ",-2.21,1.0,Oc1cc(Cl)c(Cl)cc1Cl
490,Phenylhydrazine,0.07,1.0,NNc1ccccc1
491,"2,3,6-Trichlorophenol",-2.64,1.0,Oc1c(Cl)ccc(Cl)c1Cl
492,"1,3-Dibromobenzene",-3.54,1.0,Brc1cccc(Br)c1
493,Acetanilide,-1.33,1.0,CC(=O)Nc1ccccc1
494,Acetophenone,-1.28,1.0,CC(=O)c1ccccc1
495,Risocaine,-2.452,1.0,CCCOC(=O)c1ccc(N)cc1
496,Ethyl benzoate ,-2.32,1.0,CCOC(=O)c1ccccc1
497,Monolinuron,-2.57,1.0,CON(C)C(=O)Nc1ccc(Cl)cc1
498,4-Bromotoluene,-3.19,1.0,Cc1ccc(Br)cc1
499,Benfluralin,-5.53,1.0,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
500,"2,4,6-Trimethylphenol",-2.05,1.0,Cc1cc(C)c(O)c(C)c1
501,Benzene ,-1.64,1.0,c1ccccc1
502,p-Chloroiodobenzene,-4.03,1.0,Clc1ccc(I)cc1
503,Metoxuron,-2.564,1.0,COc1ccc(NC(=O)N(C)C)cc1Cl
504,propachlor,-2.48,1.0,CC(C)N(C(=O)CCl)c1ccccc1 
505,Styrene,-2.82,1.0,C=Cc1ccccc1
506,o-Xylene ,-2.8,1.0,Cc1ccccc1C
507,"1,4-Benzenediol",-0.17,1.0,Oc1ccc(O)cc1
508,4-hexylresorcinol,-2.59,1.0,c1(O)cc(O)ccc1CCCCCC
509,"2,3,4,6-Tetrachlorophenol",-3.1,1.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
510,"1,3-Dichlorobenzene",-3.04,1.0,Clc1cccc(Cl)c1
511,thioanisole,-2.39,1.0,c1ccccc1SC
512,Di(2-ethylhexyl)-phthalate,-6.96,1.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
513,"3,5-Dimethylphenol",-1.4,1.0,Cc1cc(C)cc(O)c1
514,Barban,-4.37,1.0,ClCC#CCOC(=O)Nc1cccc(Cl)c1
515,p-Chloroacetanilide,-2.843,1.0,CC(=O)Nc1ccc(Cl)cc1
516,N-Methylaniline ,-1.28,1.0,CNc1ccccc1
517,DNOC,-1.456,1.0,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
518,3-Chlorophenol,-0.7,1.0,Oc1cccc(Cl)c1
519,m-Chlorobromobenzene,-3.21,1.0,Clc1cccc(Br)c1
520,2-Phenoxyethanol,-0.7,1.0,OCCOc1ccccc1
521,Ethylbenzene,-2.77,1.0,CCc1ccccc1
522,Buturon,-3.9,1.0,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
523,p-Methoxybenzaldehyde,-1.49,1.0,COc1ccc(C=O)cc1
524,4-Nitroacetanilide,-2.692,1.0,CC(=O)Nc1ccc(cc1)N(=O)=O
525,p-Hydroxyacetanilide,-1.03,1.0,CC(=O)Nc1ccc(O)cc1
526,stadacaine,-3.84,1.0,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC 
527,Hexamethylbenzene,-5.23,1.0,Cc1c(C)c(C)c(C)c(C)c1C
528,Thymol,-2.22,1.0,CC(C)c1ccc(C)cc1O
529,Parathion,-4.66,1.0,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O
530,Chloropham,-3.38,1.0,CC(C)OC(=O)Nc1cccc(Cl)c1
531,1-Phenylethanol,-0.92,1.0,CC(O)c1ccccc1
532,diisooctyl phthalate,-6.637,1.0,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
533,"1,3,5-Trimethylbenzene ",-3.4,1.0,Cc1cc(C)cc(C)c1
534,dioctyl phthalate,-5.115,1.0,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC 
535,"1,2-Dinitrobenzene",-3.1,1.0,O=N(=O)c1ccccc1N(=O)=O
536,"1,4-Difluorobenzene",-1.97,1.0,Fc1ccc(F)cc1
537,Trifluralin,-5.68,1.0,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
538,Carbetamide,-1.83,1.0,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
539,p-Nitrotoluene,-2.49,1.0,Cc1ccc(cc1)N(=O)=O
540,p-Cresol,-0.73,1.0,Cc1ccc(O)cc1
541,"N,N-Dimethylaniline",-1.92,1.0,CN(C)c1ccccc1
542,Isoprocarb,-2.863,1.0,CNC(=O)Oc1ccccc1C(C)C
543,2-Chloroanisole,-2.46,1.0,COc1ccccc1Cl
544,Bromophos,-6.09,1.0,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
545,4-Isopropyltoluene,-3.77,1.0,CC(C)c1ccc(C)cc1
546,"2,6-Dichlorophenol",-1.79,1.0,Oc1c(Cl)cccc1Cl
547,Chloramphenicol,-2.111,1.0,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O
548,"1,2-Dibromobenzene",-3.5,1.0,Brc1ccccc1Br
549,"2,4,6-Trichlorophenol",-2.34,1.0,Oc1c(Cl)cc(Cl)cc1Cl
550,oryzalin,-5.16,1.0,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O
551,"3,4-Dimethylphenol",-1.38,1.0,Cc1ccc(O)cc1C
552,Thiophenol ,-2.12,1.0,Sc1ccccc1
553,XMC,-2.581,1.0,CNC(=O)Oc1cc(C)cc(C)c1
554,Benzamide,-0.96,1.0,NC(=O)c1ccccc1
555,o-Chlorobromobenzene,-3.19,1.0,Clc1ccccc1Br
556,"3,5-Dichlorophenol",-1.34,1.0,Oc1cc(Cl)cc(Cl)c1
557,Toluene ,-2.21,1.0,Cc1ccccc1
558,"2,3,4,5-Tetrachlorophenol",-3.15,1.0,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
559,o-Methoxyphenol,-1.96,1.0,COc1ccccc1O
560,Diethyl phthalate ,-2.35,1.0,CCOC(=O)c1ccccc1C(=O)OCC
561,Isobutylbenzene,-4.12,1.0,CC(C)Cc1ccccc1
562,"2,3,5,6-Tetrachlorophenol",-3.37,1.0,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
563,Propylbenzene ,-3.37,1.0,CCCc1ccccc1
564,"1,2,4,5-Tetramethylbenzene",-4.59,1.0,Cc1cc(C)c(C)cc1C
565,Mefluidide,-3.24,1.0,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
566,butacarb,-4.24,1.0,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
567,Butylbenzene,-4.06,1.0,CCCCc1ccccc1
568,Phthalonitrile,-2.38,1.0,N#Cc1ccccc1C#N
569,m-Nitrotoluene,-2.44,1.0,Cc1cccc(c1)N(=O)=O
570,Stirofos,-4.522,1.0,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
571,"2,2,4,6,6'-PCB",-7.32,1.0,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl
572,"2,2',3,4,6-PCB",-7.43,1.0,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl 
573,3-Chlorobiphenyl,-4.88,1.0,c1c(Cl)cccc1c2ccccc2
574,"2,2',3,3',5,6-PCB",-8.6,1.0,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
575,"2,2',3,3',5,5',6,6'-PCB",-9.15,1.0,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl 
576,"2,2'-PCB",-5.27,1.0,Clc1ccccc1c2ccccc2Cl 
577,"2,3',5-PCB",-6.01,1.0,Clc1cccc(c1)c2cc(Cl)ccc2Cl 
578,"2,3',4',5-PCB",-7.25,1.0,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2
579,2-Chlorobiphenyl,-4.54,1.0,Clc1ccccc1c2ccccc2
580,"2,4'-PCB",-5.28,1.0,Clc1ccc(cc1)c2ccccc2Cl 
581,"4,4'-PCB",-6.56,1.0,Clc1ccc(cc1)c2ccc(Cl)cc2 
582,4-Methylbiphenyl,-4.62,1.0,Cc1ccc(cc1)c2ccccc2
583,"2,2',3,3',4,4',5,5'-PCB",-9.16,1.0,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
584,"2,2',3,4,5-PCB",-7.21,1.0,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl 
585,"2',3,4-PCB",-6.29,1.0,Clc1ccc(cc1)c2cccc(Cl)c2Cl 
586,"3,4-PCB",-6.39,1.0,Clc1ccc(cc1Cl)c2ccccc2 
587,"2,2',3,3'-PCB",-7.28,1.0,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl
588,p-Phenylphenol,-3.48,1.0,Oc1ccc(cc1)c2ccccc2
589,"2,2',4,5'-PCB",-6.57,1.0,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl 
590,"2,3',4,4'-PCB",-7.8,1.0,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl 
591,"2,2',3,3',4,4'-PCB",-8.01,1.0,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl 
592,p-benzidine,-2.7,1.0,Nc1ccc(cc1)c2ccc(N)cc2
593,"2,3,4,5,6-PCB",-7.92,1.0,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl 
594,"2,2',3,3',4,4',5,5',6,6'-PCB",-11.6,1.0,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl 
595,"2,2',3,4,4',5',6-PCB",-7.92,1.0,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
596,"2,2',3,4,5,5'-PCB",-7.68,1.0,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl
597,"2,2',3,5'-PCB",-6.47,1.0,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl 
598,"2,2',3,5,5',6-PCB",-7.42,1.0,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl 
599,"2,3,3',4,4',5-PCB",-7.82,1.0,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl 
600,Biphenyl,-4.345,1.0,c1ccc(cc1)c2ccccc2
601,"2,2',4,4',6,6'-PCB",-8.71,1.0,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl 
602,"2,2',3,4,5,5',6-PCB",-8.94,1.0,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
603,"2,4',5-PCB",-6.25,1.0,Clc1ccc(cc1)c2cc(Cl)ccc2Cl 
604,"2,3',4,4',5-PCB",-7.39,1.0,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl 
605,"2,6-PCB",-5.21,1.0,Clc1cccc(Cl)c1c2ccccc2 
606,"2,4,6-PCB",-6.14,1.0,Clc1ccc(cc1)c2c(Cl)cccc2Cl 
607,"2,2',6,6'-PCB",-7.39,1.0,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl 
608,"2,2',4,4',5,5'-PCB",-8.56,1.0,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
609,"2,3,3',4,4'6-PCB",-7.66,1.0,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl 
610,2-Chloronapthalene,-4.14,1.0,Clc1ccc2ccccc2c1
611,"1,4-Dimethylnaphthalene ",-4.14,1.0,Cc1ccc(C)c2ccccc12
612,"1,3-Dimethylnaphthalene",-4.29,1.0,Cc1cc(C)c2ccccc2c1
613,1-Ethylnaphthalene ,-4.17,1.0,CCc1cccc2ccccc12
614,1-Bromonapthalene,-4.35,1.0,Brc1cccc2ccccc12
615,1-Napthylamine,-1.92,1.0,Nc1cccc2ccccc12
616,2-Napthol,-2.28,1.0,Oc1ccc2ccccc2c1
617,2-bromonaphthalene,-4.4,1.0,c1c(Br)ccc2ccccc12 
618,Napthalene,-3.6,1.0,c1ccc2ccccc2c1
619,1-Iodonapthalene,-4.55,1.0,Ic1cccc2ccccc12
620,2-Methylnapthalene,-3.77,1.0,Cc1ccc2ccccc2c1
621,1-Chloronapthalene,-3.93,1.0,Clc1cccc2ccccc12
622,2-Bromonapthalene,-4.4,1.0,Brc1ccc2ccccc2c1
623,2-Ethylnaphthalene,-4.29,1.0,CCc1ccc2ccccc2c1
624,1-Methylnaphthalene,-3.7,1.0,Cc1cccc2ccccc12
625,Napropamide,-3.57,1.0,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 
626,"2,6-Dimethylnaphthalene ",-4.89,1.0,Cc1ccc2cc(C)ccc2c1
627,"1,5-Dimethlnapthalene",-4.679,1.0,Cc1cccc2c(C)cccc12
628,1-Napthol,-2.22,1.0,Oc1cccc2ccccc12
629,"2,3-Dimethylnaphthalene",-4.72,1.0,Cc1cc2ccccc2cc1C
630,1-Nitronapthalene,-3.54,1.0,O=N(=O)c1cccc2ccccc12
631,Carbaryl,-3.224,1.0,CNC(=O)Oc1cccc2ccccc12
632,Butethal,-1.661,1.0,CCCCC1(CC)C(=O)NC(=O)NC1=O
633,Amobarbital,-2.468,1.0,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
634,Butabarbital,-2.39,1.0,O=C1NC(=O)NC(=O)C1(CC)C(C)CC
635,5-Allyl-5-methylbarbital,-1.16,1.0,O=C1NC(=O)NC(=O)C1(C)CC=C
636,Talbutal,-2.016,1.0,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
637,"5,5-Diisopropylbarbital",-2.766,1.0,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C
638,Barbital,-2.4,1.0,O=C1NC(=O)NC(=O)C1(CC)CC
639,metharbital,-2.23,1.0,CCC1(CC)C(=O)NC(=O)N(C)C1=O 
640,Secobarbital,-2.356,1.0,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C
641,Pentobarbital,-2.39,1.0,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC
642,5-Allyl-5-isopropylbarbital,-1.708,1.0,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C
643,5-Allyl-5-ethylbarbital,-1.614,1.0,O=C1NC(=O)NC(=O)C1(CC)CC=C
644,probarbital,-2.21,1.0,CCC1(C(C)C)C(=O)NC(=O)NC1=O 
645,"5,5-Diallylbarbital",-2.077,1.0,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
646,5-Ethyl-5-(3-methylbutyl)barbital,-2.658,1.0,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C
647,5-Ethyl-5-isopropylbarbituric acid,-2.148,1.0,O=C1NC(=O)NC(=O)C1(CC)C(C)C
648,5-Methyl-5-ethylbarbituric acid,-1.228,1.0,O=C1NC(=O)NC(=O)C1(C)CC
649,5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.253,1.0,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C
650,butallylonal,-2.647,1.0,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O 
651,"5,5-Dimethylbarbituric acid",-1.742,1.0,O=C1NC(=O)NC(=O)C1(C)C
652,5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.593,1.0,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
653,Deoxycorticosterone,-3.45,1.0,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
654,Fludrocortisone,-3.43,1.0,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO 
655,Ethisterone,-5.66,1.0,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C 
656,17a-Methyltestosterone,-3.999,1.0,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
657,Hydrocortisone ,-3.09,1.0,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
658,deoxycorticosterone acetate,-4.63,1.0,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
659,Progesterone,-4.42,1.0,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
660,testosterone acetate,-5.184,1.0,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
661,Hydroxyprogesterone-17a,-3.817,1.0,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
662,aldosterone,-3.85,1.0,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O 
663,testosterone propionate,-5.37,1.0,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
664,Testosterone,-4.02,1.0,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
665,Hydrocortisone 21-acetate,-4.88,1.0,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
666,methyltestosterone acetate,-5.284,1.0,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
667,Corticosterone,-3.24,1.0,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
668,Norethisterone,-4.57,1.0,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C
669,norethindrone acetate,-4.8,1.0,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C
670,Trietazine,-4.06,1.0,CCNc1nc(Cl)nc(n1)N(CC)CC
671,Atrazine,-3.85,1.0,CCNc1nc(Cl)nc(NC(C)C)n1
672,Ipazine,-3.785,1.0,CCN(CC)c1nc(Cl)nc(NC(C)C)n1
673,Prometon,-2.478,1.0,COc1nc(NC(C)C)nc(NC(C)C)n1
674,Chlorazine,-4.411,1.0,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC
675,Ametryn,-3.04,1.0,CCNc1nc(NC(C)C)nc(SC)n1
676,Terbutryn,-4.0,1.0,CCNc1nc(NC(C)(C)C)nc(SC)n1
677,Atratone,-2.084,1.0,CCNc1nc(NC(C)C)nc(OC)n1
678,simazine,-4.55,1.0,CCNc1nc(Cl)nc(NCC)n1 
679,Simetryn,-2.676,1.0,CSc1nc(nc(n1)N(C)C)N(C)C
680,Methoproptryne,-2.928,1.0,COCCCNc1nc(NC(C)C)nc(SC)n1
681,Cyanazine,-3.15,1.0,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
682,Altretamine,-3.364,1.0,CN(C)c1nc(nc(n1)N(C)C)N(C)C
683,Propazine,-4.43,1.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
684,Prometryn,-4.1,1.0,CSc1nc(NC(C)C)nc(NC(C)C)n1
685,Terbumeton,-3.239,1.0,CCNc1nc(NC(C)(C)C)nc(OC)n1
686,Pyridine,0.76,1.0,c1ccncc1
687,"3,4-Dimethylpyridine",0.36,1.0,Cc1ccncc1C
688,"2,6-Dimethylpyridine",0.45,1.0,Cc1cccc(C)n1
689,"2,3-Dimethylpyridine",0.38,1.0,Cc1cccnc1C
690,2-Hydroxypyridine,1.02,1.0,Oc1ccccn1
691,"2,4-Dimethylpyridine",0.38,1.0,Cc1ccnc(C)c1
692,chlorpyrifos,-5.67,1.0,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl 
693,Isonazid,0.009,1.0,c1nccc(C(=O)NN)c1
694,methyl nicotinate,-0.46,1.0,COC(=O)c1cccnc1 
695,2-Ethyl pyridine,0.51,1.0,CCc1ccccn1
696,"3,5-Dimethylpyridine",0.38,1.0,Cc1cncc(C)c1
697,nicotinamide,0.61,1.0,NC(=O)c1cccnc1 
698,Nitrapyrin,-3.76,1.0,Clc1cccc(n1)C(Cl)(Cl)Cl
699,4-hydroxypyridine,1.02,1.0,Oc1ccncc1
700,Methoxychlor,-6.89,1.0,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl
